8792,266,180,167,170,100,182,75,171,75,125
8801,267,174,161,173,101,185,77,177,74,131
8859,268,178,164,172,99,183,77,172,74,124
8906,276,176,145,174,105,186,69,177,65,130
8936,283,175,128,170,122,186,63,178,59,130
8959,275,167,109,174,154,187,72,187,65,138
8977,258,167,94,175,181,185,86,188,84,138
8997,237,165,86,179,199,186,107,189,106,140
9015,223,166,85,179,216,184,120,189,121,138
9086,196,167,89,179,235,181,147,186,147,137
9138,187,157,91,185,238,185,155,196,154,148
9161,182,151,90,187,239,187,158,204,155,155
9280,175,153,94,186,245,183,165,200,162,151
9320,176,132,96,200,245,192,169,222,164,172
9342,171,81,98,213,248,206,173,259,170,225
9352,170,68,97,214,249,208,177,266,173,243
9358,166,63,99,217,248,208,176,267,173,251
9360,168,63,99,214,249,207,176,268,174,248
9755,180,112,93,199,242,205,162,236,162,199
9839,183,125,93,199,242,197,161,227,158,185
9856,181,158,94,184,242,183,159,197,156,148
9884,184,208,90,165,241,164,159,146,159,96
10013,184,191,105,120,208,213,143,152,180,117
10027,187,194,148,89,148,219,133,137,186,133
10070,190,216,230,169,122,98,170,103,133,132
10097,169,229,223,181,152,85,194,98,149,111
10116,151,236,224,181,168,83,214,91,167,98
10144,126,240,181,176,242,96,236,106,195,78
10189,112,212,139,155,259,168,232,142,228,95
10413,133,199,128,104,215,215,187,144,229,119
10417,134,199,138,95,201,218,184,140,233,123
10466,176,206,167,82,137,210,144,123,193,126
10528,211,221,191,85,92,184,118,102,149,119
10544,217,227,199,86,85,176,114,95,140,114
10611,224,255,216,93,86,151,125,71,114,82
10751,131,239,240,124,162,169,228,106,193,73
10752,132,237,240,122,167,172,230,106,193,74
10753,131,238,238,123,168,172,231,106,194,75
10757,126,235,232,117,177,171,237,107,199,76
10767,110,226,235,120,183,185,255,119,217,85
10772,98,220,234,123,191,187,261,129,227,92
10789,75,191,236,132,201,205,277,158,259,118
10963,60,163,206,161,225,204,277,188,287,143
10997,62,160,200,160,230,204,275,191,288,146
11050,64,161,192,158,233,208,272,190,286,145
11118,71,169,184,153,241,208,268,185,281,140
11214,81,161,177,124,226,233,251,185,280,156
11271,90,162,206,96,179,231,233,163,276,176
11278,94,162,204,94,178,227,229,163,271,173
11376,138,185,178,87,155,216,180,142,232,151
11436,166,195,166,85,148,219,154,134,206,137
11536,211,201,136,88,141,215,111,132,158,121
11644,250,195,117,99,133,218,74,144,107,119
11673,260,191,115,103,130,219,67,150,97,124
11758,277,178,111,117,130,223,63,167,73,136
12611,260,118,154,161,140,231,99,228,64,197
12653,249,113,134,132,171,245,114,221,74,212
12679,229,125,109,121,208,225,128,196,101,220
12700,205,146,123,109,220,214,151,168,120,197
12732,169,179,159,89,218,214,201,140,148,159
12762,139,183,224,100,181,228,233,156,183,138
12935,116,169,238,219,133,137,220,181,242,141
12967,119,171,234,219,129,131,215,179,241,139
12976,120,171,233,220,132,131,213,176,241,140
12987,120,172,235,219,130,128,213,175,240,138
13194,139,181,232,213,117,128,194,165,222,128
13212,143,180,231,213,111,131,187,165,215,129
13238,150,177,234,207,107,140,185,169,206,129
13303,160,170,243,196,96,159,178,172,191,131
13398,161,188,252,170,100,175,182,160,179,116
13469,164,177,241,191,97,160,174,170,185,128
13484,168,173,243,194,97,162,170,173,183,131
13705,169,169,248,172,101,189,176,180,170,134
13720,168,164,250,174,102,188,180,193,174,140
13733,166,160,250,178,101,190,180,199,176,145
13829,164,152,240,206,97,170,171,206,186,157
13889,173,165,234,206,92,153,159,190,181,140
13904,174,169,233,205,96,150,164,181,181,135
13961,173,185,232,199,94,144,160,164,183,121
14081,180,159,245,185,94,181,165,191,165,144
14118,181,155,243,185,94,185,163,203,162,151
14310,175,171,249,166,99,193,174,177,163,133
14363,171,160,247,181,97,188,173,196,170,146
14416,173,160,248,179,98,188,173,191,168,143
14564,166,160,250,182,98,185,174,194,177,145
14589,165,158,250,183,98,188,178,200,178,150
14635,160,158,252,181,102,190,183,198,182,147
14697,146,172,253,178,106,179,199,180,198,131
14707,141,170,256,181,108,178,203,183,203,135
14721,132,170,255,180,118,180,214,184,213,134
14730,122,170,252,180,123,179,224,183,224,134
14735,114,171,249,181,132,174,234,182,232,133
14740,106,174,244,181,148,171,238,179,242,132
14747,81,177,245,187,176,172,262,178,264,130
14754,63,173,228,190,209,167,278,179,281,133
14760,62,169,205,194,217,164,279,183,279,136
14768,82,167,166,190,250,169,257,186,259,138
14775,102,163,143,191,257,177,238,191,242,144
14800,136,142,114,192,255,188,203,209,209,162
14828,148,145,107,190,254,188,191,209,193,161
14852,155,154,103,186,252,186,186,198,189,150
14935,165,156,99,183,249,184,178,196,179,147
14950,167,152,98,185,249,188,177,201,178,153
14997,167,144,96,188,248,193,174,209,178,162
15071,173,161,130,107,185,236,156,175,204,159
15149,191,167,124,101,168,233,130,169,179,153
15179,212,166,115,104,161,235,107,173,147,154
15206,235,158,104,111,158,238,91,180,126,162
15285,222,74,119,204,207,218,141,262,102,244
15307,192,64,156,218,205,200,177,266,125,264
15315,184,65,174,213,197,192,186,265,134,266
15327,172,65,196,207,183,181,196,260,145,266
15338,166,65,211,221,178,187,204,254,153,270
15347,163,68,223,219,164,181,205,253,155,269
15393,176,72,246,200,96,192,168,242,165,270
15422,159,64,230,191,101,218,169,257,198,271
15453,122,72,251,184,121,233,212,262,229,253
15489,91,132,256,176,147,213,248,220,253,179
15500,92,157,257,171,153,200,252,198,250,147
15540,108,230,256,145,157,158,247,120,221,79
15658,97,201,261,168,149,103,248,111,245,146
15680,97,149,252,168,148,142,249,160,240,206
15703,114,112,254,183,148,159,237,196,218,239
15737,156,73,245,211,138,178,205,243,169,271
15778,215,70,221,228,103,193,142,263,113,251
15802,222,78,219,233,87,182,128,260,108,248
15812,222,76,218,238,85,175,121,261,123,245
15854,211,70,174,226,104,179,115,253,153,267
15871,208,70,153,208,127,186,112,249,158,272
15896,207,65,122,192,160,208,114,251,160,272
15925,209,67,98,181,190,225,120,258,157,269
15946,204,66,86,181,204,233,123,258,150,264
16067,176,65,121,187,188,226,146,261,190,261
16207,136,86,133,185,208,232,185,253,229,233
16219,125,96,143,179,213,231,196,248,240,220
16255,91,138,157,164,228,222,235,213,267,174
16274,81,156,163,155,240,214,246,193,271,150
16393,79,198,167,130,253,199,261,153,267,110
16501,94,174,148,150,246,205,238,176,257,133
16505,99,163,143,152,243,207,234,187,255,144
16510,104,147,139,161,238,212,222,203,250,161
16516,118,127,129,167,232,217,209,220,240,182
16538,165,82,106,180,216,231,162,254,196,237
16763,117,105,217,232,202,133,248,215,203,236
16780,104,136,241,216,181,117,253,177,221,210
16831,134,228,257,132,115,116,204,83,213,117
17095,171,265,243,128,93,126,168,75,178,55
17124,178,252,238,139,90,136,160,91,168,61
17148,190,218,235,158,87,157,150,130,156,88
17153,192,196,234,167,87,165,148,151,152,106
17182,194,167,236,182,86,178,147,185,148,135
17241,196,209,235,152,87,172,148,139,144,97
17369,198,179,235,159,91,187,147,167,141,123
17388,190,171,232,193,86,162,147,178,157,133
17439,207,152,226,199,85,172,130,200,136,152
17517,246,145,195,202,99,176,98,206,97,160
17535,261,142,180,208,92,172,84,209,78,165
17825,201,157,87,183,232,185,141,196,140,149
17978,160,119,104,213,252,186,185,227,177,190
18028,103,106,163,250,256,142,249,228,227,217
18006,130,109,144,245,255,152,225,233,202,213
18310,62,174,229,226,199,118,274,171,288,141
18439,59,179,224,207,212,139,280,171,284,129
18494,63,183,199,164,227,174,279,168,278,123
18512,68,194,191,157,242,181,273,161,273,114
18571,83,184,163,162,251,184,255,168,262,119
18660,106,180,131,169,252,181,230,173,237,124
18805,133,137,115,188,253,193,202,214,212,168
18985,146,142,171,105,156,242,170,188,223,189
18993,152,147,220,114,112,210,172,173,209,206
19003,158,154,257,165,105,145,187,156,179,209
19020,153,158,236,215,151,103,212,158,170,186
19037,135,168,213,231,192,93,232,162,196,165
19075,85,169,214,234,222,96,268,164,243,155
19262,149,184,199,225,131,102,173,154,218,134
19291,172,180,194,227,117,109,154,160,195,134
19405,186,195,241,142,99,191,161,152,146,110
19488,180,175,244,178,91,176,163,174,163,127
19591,182,186,245,151,100,190,166,160,153,117
19637,174,167,248,179,93,180,172,181,167,133
19651,176,162,245,181,95,182,167,191,166,139
