1233,216,182,172,225,170,88,153,146,102,151
1239,205,185,175,225,176,89,162,147,110,148
1246,195,187,179,226,182,87,173,146,119,144
1250,189,187,181,227,185,87,178,148,124,144
1254,182,185,181,227,187,90,183,148,131,143
1259,172,185,184,223,191,89,190,148,138,141
1297,125,185,195,225,220,94,243,152,198,137
1568,66,132,206,220,207,168,267,218,289,178
1572,69,124,202,214,208,179,263,228,290,186
1574,69,120,203,212,203,184,263,231,288,189
1576,71,119,201,206,201,192,258,233,287,193
1582,77,111,191,195,194,194,249,237,285,200
1596,97,104,178,171,200,236,225,238,270,213
1686,222,231,143,93,126,192,100,107,144,90
1713,236,241,150,98,109,180,88,99,127,77
1945,280,193,104,212,140,123,60,157,64,119
2011,259,171,112,229,174,120,98,175,67,143
2112,194,178,236,140,89,145,148,128,146,175
2124,200,190,176,87,110,210,121,132,164,147
2526,267,131,107,198,135,129,63,180,86,220
2918,174,153,137,232,166,98,143,170,196,183
2926,165,148,136,231,177,102,153,173,205,190
2942,147,136,143,237,187,107,176,190,223,200
2984,120,150,181,243,172,106,204,186,249,178
3086,138,165,110,156,253,140,203,139,210,191
3105,141,169,112,146,255,146,203,136,205,187
3179,125,141,130,143,255,174,230,168,213,215
3207,113,139,154,135,257,188,246,171,221,216
3229,92,149,165,133,256,180,262,158,248,205
3259,63,156,200,137,229,167,280,152,279,199
3267,61,156,209,136,221,168,282,153,284,199
3285,63,156,235,134,193,170,276,153,284,198
3299,73,153,242,134,175,172,267,156,275,201
3310,83,152,250,141,166,165,257,156,263,203
3316,88,151,256,150,168,158,253,155,257,203
3330,101,151,264,162,145,147,241,158,240,203
3342,112,149,259,164,140,147,232,160,228,206
3356,121,142,260,165,132,150,225,165,217,211
3404,141,174,134,212,254,141,217,177,191,134
3783,256,161,169,226,128,97,105,162,68,179
3955,250,172,170,101,89,200,83,143,104,175
3975,255,177,145,227,152,90,110,150,65,153
3987,252,184,98,219,189,123,105,164,78,126
4689,150,179,235,210,106,138,183,168,207,130
4742,157,174,228,216,104,132,175,171,203,135
4893,183,179,240,129,118,215,175,168,143,131
5013,158,179,254,171,101,179,186,170,183,124
