0,252,167,83,177,187,187,87,189,90,139
1,252,167,85,177,185,186,89,189,92,139
29,226,167,84,179,213,184,116,187,118,138
50,213,167,84,180,225,183,131,187,132,138
63,208,163,88,180,230,185,137,190,137,141
79,202,150,88,186,233,188,144,204,142,155
103,194,138,90,191,237,193,151,216,148,168
139,189,140,91,191,240,192,156,214,154,166
181,184,143,92,190,241,191,160,212,158,163
216,181,151,92,186,242,188,161,203,161,155
248,179,163,93,181,242,183,162,188,163,140
273,178,168,92,177,243,181,163,182,165,132
296,177,166,91,176,242,183,163,184,166,134
325,176,160,92,177,242,186,163,188,166,138
347,176,159,93,185,244,180,165,190,162,141
366,172,156,119,222,240,142,182,193,151,154
378,168,155,142,234,230,122,193,190,150,162
420,128,146,175,243,237,117,238,195,201,177
441,111,143,181,244,242,117,253,196,212,179
480,96,147,193,243,240,111,269,189,233,175
521,89,155,202,241,236,106,274,181,242,169
557,84,161,204,237,236,105,277,176,248,161
620,71,172,222,233,224,96,287,162,260,154
743,61,171,223,230,214,110,287,170,284,147
831,63,169,225,230,206,118,282,176,287,147
857,63,170,224,230,204,115,283,175,288,146
879,62,169,224,231,204,112,281,174,289,146
929,64,168,223,235,202,108,279,174,289,149
1015,70,165,221,235,193,109,269,175,286,152
1056,81,161,213,238,185,110,254,181,280,159
1065,95,152,203,240,175,112,235,189,269,168
1077,126,139,189,244,157,117,198,201,241,182
1080,134,136,185,244,152,116,189,204,234,186
1082,140,134,183,244,148,114,181,206,229,188
1084,146,133,180,244,145,113,175,209,223,190
1086,153,131,178,245,143,118,165,207,217,193
1088,159,130,177,247,141,120,158,210,211,193
1090,164,130,175,245,138,120,153,212,206,197
1095,179,126,168,245,133,121,141,212,191,201
1102,197,123,163,245,124,121,119,215,169,208
1105,204,122,159,247,122,122,114,213,164,209
1111,215,121,156,246,119,121,104,213,153,214
1122,234,121,152,245,111,121,86,211,133,211
1130,245,122,149,244,107,121,78,211,118,212
1141,256,124,145,244,105,117,66,206,103,215
1155,268,128,143,242,103,113,58,199,88,206
1165,276,133,143,240,104,109,59,193,76,203
1187,279,150,144,234,117,100,69,175,55,188
1198,269,160,150,230,127,97,83,165,57,177
1218,240,175,163,226,154,90,122,147,80,160
1227,224,181,169,225,163,89,141,147,93,153
1240,204,185,176,225,177,88,164,146,111,147
1248,191,188,179,226,184,87,176,144,123,145
1255,181,187,181,228,188,90,185,146,132,143
1269,167,188,187,222,198,90,205,145,151,140
1287,140,187,194,223,212,92,230,148,179,137
1302,119,185,199,225,221,96,250,153,204,138
1324,94,179,206,229,231,102,272,160,236,142
1350,77,169,204,231,238,112,283,173,261,149
1360,71,160,201,233,242,120,283,185,266,155
1372,68,148,192,233,244,134,282,200,279,165
1392,72,119,179,231,238,162,265,229,282,193
1402,83,102,172,226,227,182,248,246,276,212
1431,105,84,162,207,207,210,218,261,260,232
1444,108,88,174,175,185,229,212,251,256,229
1446,111,91,176,165,180,238,210,250,256,230
1450,114,94,186,154,170,244,207,241,253,228
1453,116,99,195,146,161,247,205,237,250,226
1457,119,104,205,134,150,245,204,226,248,227
1463,123,116,217,123,138,236,204,209,244,224
1466,123,122,223,120,134,231,203,197,239,220
1469,123,128,226,117,132,226,203,189,239,218
1473,123,141,231,112,128,215,206,174,237,206
1479,119,157,236,110,130,199,212,156,240,193
1485,112,171,237,112,131,186,218,139,244,180
1489,108,180,233,115,131,177,224,130,249,172
1496,100,194,246,122,143,153,234,114,255,158
1499,98,199,248,127,144,143,236,110,257,153
1503,94,204,249,137,148,129,245,104,259,147
1511,85,213,253,159,157,103,256,97,265,134
1520,77,215,253,182,169,87,265,100,269,126
1540,65,194,238,222,192,91,281,142,283,130
1549,63,177,228,230,201,108,282,167,285,141
1566,66,135,211,222,208,161,271,216,291,174
1572,70,125,203,214,204,178,266,228,290,185
1579,73,114,196,202,193,192,259,239,286,196
1601,102,104,172,159,194,238,219,238,264,213
1621,140,131,154,122,179,245,179,206,230,193
1641,181,172,143,95,161,235,142,162,196,156
1653,191,192,141,90,151,224,127,141,178,135
1663,203,206,140,86,142,212,116,125,166,118
1676,214,221,141,89,134,202,104,113,153,101
1686,221,231,142,89,127,193,97,104,143,91
1709,233,240,149,97,112,182,87,96,129,78
1784,248,240,169,111,90,174,82,104,107,75
1862,256,207,171,162,95,165,73,143,92,99
1884,257,214,134,190,112,123,65,133,99,95
1908,269,210,109,203,132,111,56,135,84,103
1929,278,199,106,210,136,113,57,147,69,113
1962,280,186,104,214,147,122,63,162,60,124
2045,243,167,131,235,179,107,120,174,78,154
2074,223,170,162,233,174,94,143,161,93,159
2087,209,173,178,230,170,92,159,158,107,160
2094,200,175,200,222,153,90,166,151,114,167
2104,196,175,233,186,109,110,162,136,132,176
2115,196,183,228,122,86,161,140,125,152,171
2120,198,186,203,97,92,191,127,126,158,159
2126,203,191,160,84,123,218,115,135,166,142
2135,213,193,102,112,180,217,108,152,149,121
2148,220,175,85,148,207,205,110,177,133,130
2169,228,138,83,169,210,213,109,214,116,170
2205,228,142,82,150,199,227,104,208,124,169
2224,230,144,82,168,207,211,107,209,117,163
2245,227,135,104,222,212,164,131,216,102,176
2327,239,124,202,226,103,120,117,195,89,221
2375,260,126,164,247,131,120,97,208,66,199
2422,274,149,131,239,140,123,76,193,54,169
2468,283,176,116,231,131,98,61,162,60,148
2505,277,160,109,215,134,101,57,157,78,184
2516,272,145,109,203,136,117,58,167,77,204
2575,276,138,123,217,121,113,55,180,77,209
2720,270,169,131,235,114,102,56,167,86,167
2766,262,183,129,228,119,99,60,155,97,139
2810,250,192,124,223,129,93,73,145,108,131
2873,207,150,99,211,186,106,112,164,156,195
2903,192,152,132,231,163,99,123,173,178,184
2919,174,154,137,232,168,99,143,172,197,183
2961,120,138,168,243,185,109,203,196,250,193
3002,134,150,144,229,198,100,192,173,235,189
3071,138,163,108,188,240,117,198,150,220,191
3111,138,169,113,148,255,144,203,134,208,185
3142,130,163,121,145,255,153,215,141,214,193
3227,93,148,165,131,253,180,266,159,244,205
3263,62,156,205,136,225,167,286,152,283,198
3292,69,154,236,133,185,170,279,152,278,199
3364,127,140,260,179,126,136,227,168,206,213
3380,138,155,206,237,201,100,232,173,182,175
3400,140,173,138,215,252,136,220,179,188,135
3420,139,175,114,186,258,165,207,176,200,127
3448,142,174,104,153,246,200,192,178,209,130
3552,183,167,148,95,155,234,143,166,195,163
3570,185,165,132,100,166,236,135,169,185,156
3680,214,138,205,230,134,108,149,183,108,201
3719,241,142,173,239,141,106,120,184,79,190
3889,250,172,100,111,152,230,77,171,106,144
3951,249,172,154,92,100,218,77,149,106,167
4047,226,171,136,233,194,105,137,169,93,148
4115,122,143,184,244,230,113,242,194,202,181
4182,103,149,222,103,153,226,224,171,259,193
4205,135,138,221,232,185,108,234,185,185,201
4287,93,156,210,239,224,101,270,176,230,173
4302,81,156,212,239,228,100,280,175,241,171
4311,75,157,215,238,230,100,285,175,245,171
4327,67,158,214,239,229,100,289,174,261,170
4369,62,162,218,236,224,100,289,172,274,162
4519,86,175,198,228,192,91,243,152,273,155
4617,135,182,206,226,135,105,192,157,229,136
4660,145,180,233,211,109,133,186,166,213,127
4723,152,177,231,213,106,135,180,170,205,131
4759,162,172,227,217,103,134,172,171,200,135
4789,166,173,230,213,99,139,167,172,193,134
4813,170,176,238,202,94,148,169,172,185,129
4831,169,183,242,189,93,158,170,168,180,121
4895,185,179,239,130,118,216,174,170,144,131
5025,157,178,254,171,100,182,188,170,182,124
5144,162,163,172,236,145,102,165,171,212,161
5205,177,172,222,216,98,138,153,182,184,138
5279,192,161,190,99,174,237,177,171,125,167
5309,182,159,90,169,237,135,161,154,170,199
5369,206,145,85,164,228,150,125,166,138,210
5394,229,155,219,163,85,141,117,152,111,199
5410,200,148,236,168,91,143,148,159,141,207
5470,182,140,243,173,96,145,163,169,154,217
5540,189,162,147,237,216,111,173,185,126,163
5670,178,168,247,166,98,136,165,149,152,195
5733,122,169,195,235,221,100,241,168,197,157
5876,91,153,174,118,212,238,239,190,274,166
5903,114,148,173,109,183,242,207,188,254,177
5954,177,160,163,98,143,234,143,169,195,177
6023,256,178,135,90,116,227,74,153,106,153
6054,267,184,139,87,108,223,66,144,89,148
6132,276,198,155,90,107,219,72,137,65,130
6168,267,197,171,94,108,219,85,142,68,125
6210,245,195,189,97,117,219,111,142,81,125
6268,202,177,212,108,137,229,160,164,119,142
6282,192,173,216,114,138,228,168,166,127,144
6302,184,171,227,120,132,227,176,168,136,141
6346,178,172,242,138,115,214,173,168,150,134
6461,166,170,201,230,116,116,159,171,200,145
6525,175,180,225,205,97,142,156,172,183,128
6625,186,172,227,123,128,225,176,171,137,141
6783,158,174,250,185,99,171,189,178,190,133
6792,101,167,248,182,139,179,241,190,246,140
6793,68,170,239,175,176,178,273,186,276,136
6794,68,182,185,167,209,173,273,170,278,122
6795,101,186,147,170,262,177,242,169,243,120
6796,121,182,121,173,259,177,222,171,220,124
6798,140,177,104,169,257,183,198,177,205,127
6806,164,168,102,141,232,214,170,180,196,139
6817,175,160,107,127,212,225,155,183,193,148
6822,175,160,108,124,206,229,151,184,191,152
6850,185,158,111,116,190,236,136,183,181,160
6876,190,158,115,113,179,238,125,185,172,164
6905,200,156,169,98,117,227,116,165,167,184
6910,204,159,209,117,87,189,127,152,152,193
6939,179,182,205,220,166,89,188,144,137,155
6968,138,188,187,225,218,96,232,151,181,135
7131,60,157,212,239,226,103,284,180,283,169
7260,96,166,186,232,192,95,232,163,265,166
7275,112,170,179,230,182,93,214,159,254,161
7313,117,174,227,222,135,122,213,172,243,139
7370,128,170,221,225,133,120,203,175,236,144
7400,130,166,235,217,119,139,203,183,229,145
7500,98,157,217,233,161,121,233,187,263,159
7521,78,159,230,226,177,135,261,191,279,152
7527,70,161,233,198,183,176,270,191,280,146
7528,70,162,227,189,191,175,270,190,280,145
7531,67,163,228,178,197,179,273,191,281,144
7532,65,164,236,163,194,203,279,189,283,144
7533,65,162,236,155,198,209,279,190,280,144
7538,61,166,225,122,216,230,285,180,285,149
7544,60,171,207,106,223,232,276,168,284,149
7557,80,179,181,99,221,230,247,160,279,144
7560,91,178,172,100,216,230,237,161,272,144
7565,104,176,161,102,211,231,221,163,263,145
7573,125,171,147,106,204,232,199,168,241,148
7583,152,167,132,111,199,236,173,175,220,153
7606,181,158,126,108,180,238,142,182,189,164
7639,193,174,219,114,88,182,136,138,162,180
7662,180,200,209,207,161,86,186,127,135,141
7719,116,177,186,228,234,105,246,164,207,143
7747,97,164,177,228,250,125,262,182,237,151
7762,92,155,168,225,258,141,260,195,244,157
7786,89,135,158,220,257,165,252,215,256,177
7803,95,121,149,205,244,195,239,231,260,192
7815,106,109,139,204,243,202,227,242,251,204
7828,126,102,128,189,233,220,203,243,234,213
7837,148,101,134,156,195,245,173,241,222,222
7849,187,117,174,124,124,233,136,206,182,226
7860,213,153,188,110,97,207,116,161,148,195
7876,208,227,225,106,83,145,133,87,133,120
7914,70,201,242,215,199,93,281,137,270,120
7931,72,123,180,243,243,142,267,221,277,195
7968,204,71,83,184,218,230,132,261,150,259
8008,277,140,96,134,156,239,66,206,65,175
8058,277,202,146,110,103,211,62,144,71,113
8145,263,204,178,131,90,193,80,146,81,104
8209,265,184,170,165,96,183,76,166,76,120
8220,267,188,171,163,94,184,76,165,77,119
8223,266,188,168,158,95,186,73,163,77,118
8291,268,177,170,151,99,200,78,175,71,131
8455,262,158,159,112,135,236,95,181,64,162
8494,264,159,102,117,177,187,86,153,67,190
8496,266,161,101,131,183,170,81,147,71,193
8504,266,169,96,193,161,107,73,143,84,181
8510,267,171,104,213,149,95,68,147,83,170
8517,272,172,106,219,140,93,67,150,81,169
8531,271,168,123,232,125,95,63,160,85,167
8552,264,187,129,225,115,103,65,153,93,131
8573,248,199,130,218,124,100,76,141,111,122
8586,221,199,122,216,147,87,97,133,146,133
8595,203,191,112,211,173,89,112,131,138,144
